DATE,person_id,DAY_OF_THE_WEEK,MONTH,SEASON,ACTIVITY_steps,ACTIVITY_distance,ACTIVITY_soft,ACTIVITY_moderate,ACTIVITY_intense,ACTIVITY_hr_average,ACTIVITY_hr_min,ACTIVITY_hr_max,SLEEP_totalsleeptime,SLEEP_durationtosleep,SLEEP_hr_average,SLEEP_hr_min,SLEEP_hr_max,SLEEP_wakeupcount,SLEEP_wakeupduration
2021-07-06,5544,1,6,0,10337.0,7741.0,17818.0,2042.0,0.0,80.0,67.0,106.0,23760.0,600.0,62.0,54.0,82.0,1.0,2880.0
2021-07-07,5544,2,6,0,10811.0,8263.0,23640.0,2340.0,1260.0,81.0,44.0,141.0,29100.0,120.0,63.0,56.0,86.0,4.0,2760.0
2021-07-08,5544,3,6,0,7456.0,5717.0,18240.0,240.0,2760.0,67.0,58.0,95.0,31680.0,180.0,69.0,58.0,136.0,3.0,2280.0
2021-07-09,5544,4,6,0,12711.0,9481.0,34544.020000000004,1261.0,0.0,88.0,55.0,130.0,35820.0,120.0,61.0,49.0,97.0,2.0,2640.0
2021-07-10,5544,5,6,0,9272.0,6918.0,31864.0,60.0,1740.0,84.0,58.0,148.0,30390.0,150.0,62.5,55.0,91.5,2.5,2700.0
2021-07-11,5544,6,6,0,13227.0,10014.0,28681.0,2879.0,899.0,99.0,47.0,128.0,17820.0,240.0,62.5,55.0,91.5,1.0,840.0
2021-07-12,5544,0,6,0,7413.0,5444.0,18422.0,720.0,0.0,105.0,71.0,168.0,26640.0,900.0,67.0,56.0,141.0,1.0,1680.0
2021-07-13,5544,1,6,0,8194.0,6073.0,28322.0,60.0,0.0,83.0,54.0,137.0,19860.0,300.0,68.0,61.0,81.0,1.0,780.0
2021-07-14,5544,2,6,0,13938.0,10384.0,33181.0,1020.0,0.0,79.0,55.0,123.0,19380.0,120.0,59.0,50.0,87.0,2.0,2100.0
2021-07-15,5544,3,6,0,10128.0,7726.0,25563.0,1439.0,0.0,80.0,58.0,121.0,34500.0,120.0,56.0,45.0,75.0,1.0,1020.0
2021-07-16,5544,4,6,0,10941.0,8193.0,30422.0,300.0,540.0,90.0,54.0,139.0,30060.0,120.0,66.0,56.0,90.0,1.0,2400.0
2021-07-17,5544,5,6,0,13968.060000000001,10433.68,33060.0,1440.0,0.0,77.0,54.0,134.0,22020.0,180.0,60.0,54.0,117.0,0.0,180.0
