DATE,person_id,DAY_OF_THE_WEEK,MONTH,SEASON,ACTIVITY_steps,ACTIVITY_distance,ACTIVITY_soft,ACTIVITY_moderate,ACTIVITY_intense,ACTIVITY_hr_average,ACTIVITY_hr_min,ACTIVITY_hr_max,SLEEP_totalsleeptime,SLEEP_durationtosleep,SLEEP_hr_average,SLEEP_hr_min,SLEEP_hr_max,SLEEP_wakeupcount,SLEEP_wakeupduration
2021-07-06,6008,1,6,0,9574.0,9132.0,10501.0,5280.0,0.0,88.0,55.0,182.0,22020.0,120.0,73.0,60.0,88.0,2.0,1080.0
2021-07-07,6008,2,6,0,4949.0,3417.0,13498.0,541.0,0.0,78.0,62.0,121.0,30780.0,1147.7999999999997,63.0,54.0,109.0,1.0,3120.0
2021-07-08,6008,3,6,0,7090.0,5453.0,9000.0,3420.0,0.0,81.0,49.0,135.0,29760.0,120.0,62.0,51.0,81.0,0.0,120.0
2021-07-09,6008,4,6,0,15078.0,11598.0,11223.0,8879.0,0.0,88.0,60.0,168.0,30060.0,420.0,63.0,54.0,78.0,1.0,900.0
2021-07-10,6008,5,6,0,1037.0,852.0,4500.0,240.0,0.0,77.0,60.0,150.0,34560.0,120.0,64.0,54.0,89.0,1.0,1080.0
2021-07-11,6008,6,6,0,18417.0,14005.0,11582.0,8881.0,0.0,99.25999999999999,57.0,177.0,31320.0,120.0,68.0,55.0,93.0,2.0,1260.0
2021-07-12,6008,0,6,0,4687.0,3620.0,9540.0,1801.0,0.0,84.0,52.0,172.0,15420.0,120.0,67.0,57.0,77.0,2.0,1020.0
2021-07-13,6008,1,6,0,5063.0,4044.0,10200.0,900.0,3420.0,87.0,54.0,160.0,27600.0,120.0,66.0,56.0,89.0,1.0,540.0
2021-07-14,6008,2,6,0,10591.0,8205.0,11580.0,4500.0,0.0,82.0,49.0,177.0,24120.0,180.0,66.0,57.0,109.0,2.0,2940.0
2021-07-15,6008,3,6,0,3829.0,2907.0,8341.0,1379.0,0.0,78.0,53.0,123.0,31440.0,120.0,62.0,54.0,73.0,1.0,960.0
2021-07-16,6008,4,6,0,6700.0,4987.0,12662.0,2099.0,0.0,85.0,54.0,164.0,24540.0,180.0,62.0,55.0,84.0,0.0,180.0
2021-07-17,6008,5,6,0,14666.0,11482.0,4616.0,10381.0,0.0,94.0,58.0,125.0,30300.0,120.0,71.0,58.0,114.0,2.0,1800.0
2021-07-18,6008,6,6,0,9406.0,7809.0,6661.0,4140.0,4027.7999999999997,91.0,53.0,173.0,36660.0,120.0,73.0,60.0,116.0,3.0,4380.0
2021-07-19,6008,0,6,0,6132.0,4746.0,9180.0,3240.0,0.0,89.0,68.0,178.0,26520.0,120.0,69.0,59.0,118.0,5.0,3600.0
2021-07-20,6008,1,6,0,11074.0,8554.0,14342.0,5639.0,720.0,89.0,64.0,172.0,28020.0,120.0,68.0,58.0,93.0,2.0,1080.0
2021-07-21,6008,2,6,0,3411.0,2726.0,8160.0,1140.0,900.0,85.0,43.0,183.0,28380.0,180.0,66.0,58.0,89.0,0.0,300.0
2021-07-22,6008,3,6,0,18440.92,14049.849999999999,11220.0,10824.269999999999,4027.7999999999997,96.0,62.0,175.0,27060.0,120.0,70.0,60.0,83.0,2.0,600.0
2021-07-23,6008,4,6,0,7150.0,6034.0,7980.0,3660.0,1980.0,82.0,61.0,171.0,28200.0,120.0,69.5,58.5,103.5,2.0,1440.0
2021-07-24,6008,5,6,0,7172.0,5538.0,7861.0,4320.0,0.0,83.0,58.0,120.0,42960.0,120.0,64.0,54.0,85.0,1.0,480.0
2021-07-25,6008,6,6,0,1555.0,1503.0,7801.0,0.0,3720.0,88.0,46.0,163.0,31380.0,120.0,64.0,56.0,76.0,0.0,540.0
2021-07-26,6008,0,6,0,5637.0,4229.0,13683.0,1980.0,0.0,84.0,61.0,104.0,24720.0,120.0,60.0,47.74,83.0,3.0,1860.0
2021-07-27,6008,1,6,0,8046.0,6011.0,6541.0,3660.0,0.0,83.0,49.0,162.0,40920.0,120.0,61.0,53.0,82.0,3.0,1140.0
2021-07-28,6008,2,6,0,5957.0,4463.0,6001.0,3060.0,0.0,61.0,54.0,83.61,32160.0,120.0,64.0,54.0,80.0,5.0,2280.0
2021-07-29,6008,3,6,0,1473.0,1084.0,4560.0,420.0,0.0,83.0,56.0,168.0,39300.0,120.0,61.0,50.0,94.0,3.0,4200.0
2021-07-30,6008,4,6,0,1849.0,1440.0,6480.0,660.0,0.0,75.0,45.0,110.0,35040.0,120.0,63.0,52.0,86.0,3.0,2580.0
2021-07-31,6008,5,6,0,15412.0,11640.0,15602.0,6960.0,0.0,89.0,54.0,172.0,23400.0,120.0,61.0,52.0,77.0,4.0,1440.0
2021-08-01,6008,6,7,0,13234.0,9768.0,16320.0,3420.0,2280.0,90.0,60.0,201.13,30780.0,120.0,59.0,54.0,67.0,1.0,660.0
2021-08-02,6008,0,7,0,2837.0,1991.0,11761.0,60.0,0.0,78.0,59.0,119.0,12840.0,120.0,68.0,58.0,84.0,0.0,780.0
2021-08-03,6008,1,7,0,1835.0,1270.0,8461.0,0.0,0.0,80.0,62.0,106.0,37380.0,120.0,62.0,52.0,96.0,0.0,360.0
2021-08-04,6008,2,7,0,3871.0,2695.0,12603.0,180.0,0.0,92.0,66.0,191.0,34680.0,120.0,63.0,54.0,93.0,4.0,3060.0
2021-08-05,6008,3,7,0,6648.0,4572.0,18663.0,240.0,0.0,87.0,60.0,114.0,31380.0,120.0,61.0,53.0,78.0,0.0,660.0
2021-08-06,6008,4,7,0,6779.0,4655.0,14220.0,781.0,0.0,88.0,63.0,173.0,17280.0,120.0,66.0,54.0,85.0,0.0,300.0
2021-08-07,6008,5,7,0,2651.0,1831.0,10560.0,0.0,0.0,86.0,61.0,170.0,34500.0,120.0,67.0,56.0,80.0,0.0,120.0
2021-08-08,6008,6,7,0,3430.0,2376.0,13562.0,60.0,0.0,88.0,54.0,129.0,30780.0,120.0,66.0,55.0,81.0,1.0,540.0
2021-08-09,6008,0,7,0,5755.0,3953.0,18481.0,240.0,0.0,91.0,60.0,123.0,27180.0,120.0,66.0,54.0,90.0,1.0,1320.0
2021-08-10,6008,1,7,0,5712.0,3951.0,15540.0,660.0,0.0,91.0,65.0,120.0,30780.0,120.0,65.0,56.0,90.0,1.0,900.0
2021-08-11,6008,2,7,0,2692.0,1851.0,12482.0,180.0,0.0,94.0,63.0,186.0,28800.0,120.0,71.0,62.0,112.0,3.0,2100.0
2021-08-12,6008,3,7,0,7325.0,5001.0,18771.809999999998,420.0,0.0,92.0,51.0,162.0,26880.0,120.0,68.0,55.0,119.0,2.0,1620.0
